userId,fullname,username,followers,engagementRate,engagements,isPrivate,isVerified,picture,url,tags
3720950457,Sakura Miyawaki,39saku_chan,10776875,0.1085761410427419,1170111,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYEJpPTTZOdwDEdj3qpQOUiFV0EVMqNrTAv%2BRkz3ugzvwzhlPpHm4lRgQ68a8ImKbNEJAdXnPtClpLJ2jiud0gmWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/39saku_chan/,
8586584,Naomi Watanabe,watanabenaomi703,10083918,0.0146946851412318,148180,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDaQT9J41vvqGc9ZgWo6tNKpiBpAjV4l63CQ8Y6PlKwnplcw5Udv1wPZSoVv%2BiL9Qw71PGoAafA2VExwhWA%2Fw220Wwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/watanabenaomi703/,
173645757,�?�?�?�?�??��??��??��??��??��??�,rolaofficial,9121599,0.0056790481581135,51802,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDaQT9J41vvqGc9ZgWo6tNKpnCAi0CWGDRxXNzwiJt0zTRnzclGFbzh8OjMmKsIg2XwpJntyOOmzkfPNTRMK6SaIWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/rolaofficial/,
47653240204,�?�?�?� (CHAEWON),_chaechae_1,9108454,0.105944268917645,964988,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYEJpPTTZOdwDEdj3qpQOUiiQswmANPIyglBXiuwYuAWo10YHxZYZ87GXnqsJx65loDGOCGqtsyq7y8a%2BzykGX6gNlJUwVYqIiahjW32e%2BqWA%3D%3D,https://www.instagram.com/_chaechae_1/,
49655035864,LE SSERAFIM,le_sserafim,8952255,0.0315801996256809,282714,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDYEJpPTTZOdwDEdj3qpQOUi2Bz6Ccs3JLfccjbnq1hn13yQhexsdVPXQnBpiiYM2GTEpFuhkjEOnBibVcoLSd8IWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/le_sserafim/,
33952298044,Shohei Ohtani  |  大谷�?平,shoheiohtani,8063276,0.0544437521424294,438995,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDathq8InmpwK5fXf5yRd0lvnphAA1B3gmKJnKYAFeVDmOxbTQgv3UalQ53SuXBUbcj6mCM5W7uUjFbraszPUuAcWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/shoheiohtani/,
272594213,i_am_kiko,i_am_kiko,7836859,0.0071163714952635,55770,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDa8D2QZszhqeCpK47Z0M%2BpOrYzZgg956%2Bl5TP16MrFUeEglp5NXX1DGavNjMAYY3E8ZQetQvsqbJFZWIPDgiNLtgNlJUwVYqIiahjW32e%2BqWA%3D%3D,https://www.instagram.com/i_am_kiko/,
1771420083,�?��?��??�?��?�,2525nicole2,6131614,0.0050640826379481,31051,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDZV%2BMI1sY1L8JvHJB4dXZLA5jQkIo28VxhQZWftNdNEK7fr0bs4TKzW1NfyBcuIPzE7u6DpaxUFnTqYWuK4CebCWwq5%2BhsabX0Nc9aXCBbcsw%3D%3D,https://www.instagram.com/2525nicole2/,
3287053682,山�?賢人,kentooyamazaki,6087033,0.0433695693780533,263992,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDaQT9J41vvqGc9ZgWo6tNKppSUodejemlyc2JaHqWMqwAcFg0lb%2BE3OBn0HHO8nlOSlD30WJ68%2BuJb8r1J4KCbX,https://www.instagram.com/kentooyamazaki/,
4521516506,TWICE JAPAN OFFICIAL,jypetwice_japan,5737061,0.0486387542332215,279043,FALSE,TRUE,https://resource.astream.jp/v2?mb0KwpL92uYofJiSjDn1%2F6peL1lBwv3s%2BUvShHERlDapkT93Ek4kXpMcLMvSEOzo%2FdxjQV3GtzhZ6do8dSSbcbypH7pKZMCO16oxsvkv0QM%2FD3lbCrfRVh7nrgH1kOZLrOPQt%2BBH8xfdE2dL1avFgg%3D%3D,https://www.instagram.com/jypetwice_japan/,
